price
85
60
100
124
94
87
119
26
50
51
250
144
90
26
69
36
100
39
700
94
81
56
90
54
94
39
240
250
111
40
81
81
60
119
125
235
731
67
71
81
250
160
69
56
100
65
65
49
24
133
81
40
78
50
99
65
28
90
50
60
118
110
100
96
40
90
181
600
69
131
181
53
37
43
53
78
168
94
68
60
100
131
81
206
181
90
178
51
144
99
40
90
100
40
115
94
3000
100
56
81
500
99
199
44
300
94
60
58
208
153
137
199
128
85
150
160
58
100
93
87
56
119
44
44
40
219
181
119
94
56
119
100
100
65
100
54
219
100
131
137
92
50
1000
69
79
60
69
90
187
187
128
169
250
5000
250
417
119
56
42
185
150
178
500
36
99
182
128
119
60
331
104
650
150
49
28
181
67
150
50
99
250
44
96
125
240
58
40
182
72
76
37
140
260
250
119
94
69
60
51
35
76
231
60
169
144
33
90
169
199
81
112
68
26
150
219
144
28
65
131
50
81
60
58
90
14
115
44
100
119
40
42
74
128
219
89
278
31
33
67
40
42
50
44
75
200
51
74
250
42
47
100
44
81
81
128
100
57
169
119
54
79
50
99
400
160
300
153
69
78
119
331
131
99
131
150
240
69
100
90
50
40
49
42
81
81
208
150
33
196
110
100
231
40
37
110
50
90
165
65
56
100
60
115
90
150
75
181
81
199
206
100
69
60
99
131
81
69
68
144
56
144
81
110
40
200
151
140
169
81
81
115
117
50
250
100
50
