host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,location_cluster,naming_cluster,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_encoded
39492771,1.37373,103.88552,7,1,0.04,1,0,6,1,False,True,False,141.26923076923077
11745510,1.37559,103.85452,3,0,0.0,1,0,3,0,True,False,False,117.26315789473684
43228625,1.35534,103.86679,1,4,0.18,14,344,3,4,False,True,False,91.31111111111112
77077626,1.36565,103.86348,2,13,0.55,3,365,3,4,False,True,False,91.31111111111112
23094721,1.39042,103.90796,2,0,0.0,1,358,6,4,False,True,False,82.68
22554193,1.36806,103.85555,30,0,0.0,2,177,3,0,False,True,False,117.26315789473684
54324125,1.35475,103.8669,30,0,0.0,5,364,3,4,False,True,False,91.31111111111112
155757922,1.39128,103.90312,3,2,0.11,1,0,6,4,False,True,False,82.68
235600761,1.36236,103.89021,10,0,0.0,1,148,6,0,False,True,False,141.26923076923077
29295816,1.36783,103.87549,2,1,1.0,5,363,6,4,False,True,False,91.31111111111112
133689984,1.37515,103.90077,1,0,0.0,1,363,6,2,False,True,False,141.26923076923077
135298846,1.37753,103.88317,6,2,0.3,22,361,6,1,True,False,False,141.26923076923077
117401338,1.34543,103.86188,2,39,1.41,1,292,3,4,False,True,False,91.31111111111112
24038248,1.38321,103.86789,3,5,1.67,5,38,6,4,False,True,False,91.31111111111112
160832687,1.35372,103.88139,1,1,0.06,2,0,6,0,False,True,False,141.26923076923077
29029063,1.35047,103.86374,1,0,0.0,1,0,3,3,False,True,False,91.31111111111112
14772025,1.38769,103.89361,30,0,0.0,2,365,6,4,False,True,False,82.68
13146445,1.35878,103.88168,30,0,0.0,1,365,6,1,True,False,False,141.26923076923077
14772025,1.3865,103.89341,30,2,0.04,2,365,6,4,False,True,False,82.68
175863952,1.3896,103.90385,30,0,0.0,1,179,6,2,False,True,False,82.68
59405671,1.40658,103.89575,1,17,1.29,1,135,6,1,False,True,False,86.95454545454545
