host_id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,location_cluster,naming_cluster,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_encoded
161554342,1.31248,103.93877,1,1,0.05,1,0,7,4,False,True,False,156.624
24496358,1.3171,103.91226,30,0,0.0,24,301,6,0,False,True,False,156.624
22871633,1.31467,103.93974,1,35,0.6,1,349,7,4,True,False,False,156.624
129686965,1.37853,103.9622,7,0,0.0,1,0,7,0,True,False,False,93.85106382978724
47877124,1.33305,103.90698,1,0,0.0,2,0,6,0,False,True,False,156.624
25668648,1.32995,103.94201,1,0,0.0,1,358,7,0,False,True,False,156.624
4705949,1.32845,103.94697,3,43,0.83,13,84,7,2,False,True,False,156.624
10472670,1.32922,103.9495,30,0,0.0,1,364,7,0,False,True,False,156.624
6698662,1.38243,103.93772,30,0,0.0,1,363,7,3,False,True,False,93.85106382978724
205502602,1.32077,103.91346,1,4,0.57,1,0,6,1,False,True,False,156.624
45711035,1.33135,103.94103,2,5,0.15,1,0,7,2,False,False,True,156.624
47350033,1.31134,103.93727,1,0,0.0,1,0,7,4,True,False,False,156.624
38410376,1.37835,103.95465,1,0,0.0,1,0,7,1,False,True,False,93.85106382978724
68059127,1.31699,103.9135,3,0,0.0,21,301,6,4,False,True,False,156.624
24496358,1.32551,103.91632,3,1,0.1,24,321,6,0,False,True,False,156.624
2227440,1.36687,103.95896,4,0,0.0,1,0,7,3,True,False,False,93.85106382978724
34732327,1.32184,103.93501,3,0,0.0,1,79,7,1,False,True,False,156.624
108773366,1.30992,103.91155,1,0,0.0,109,358,6,0,False,True,False,156.624
367042,1.34561,103.95984,2,12,0.14,9,239,7,3,False,True,False,107.15384615384616
45112161,1.35329,103.93195,1,0,0.0,2,89,7,1,False,False,True,107.15384615384616
32647857,1.32086,103.95001,30,1,0.14,2,326,7,0,False,True,False,156.624
71878081,1.35471,103.96471,30,1,0.05,1,0,7,0,False,True,False,93.85106382978724
73751687,1.35615,103.96447,1,1,0.03,1,0,7,4,True,False,False,93.85106382978724
109089431,1.30584,103.92522,1,24,0.85,6,54,6,1,True,False,False,156.624
68059127,1.32503,103.91637,3,0,0.0,21,168,6,0,False,True,False,156.624
264371238,1.3262,103.90726,3,2,1.62,1,76,6,3,True,False,False,156.624
79389640,1.3708,103.96211,1,1,0.09,1,89,7,1,False,True,False,93.85106382978724
89646375,1.37749,103.96185,30,46,1.27,1,0,7,1,True,False,False,93.85106382978724
145442500,1.31926,103.90881,2,16,0.96,7,4,6,0,False,True,False,156.624
163416800,1.32076,103.92331,30,0,0.0,1,0,6,0,False,True,False,156.624
28175517,1.34041,103.95276,1,1,1.0,1,0,7,1,False,True,False,107.15384615384616
128366539,1.31401,103.93448,30,9,0.33,1,300,7,2,False,True,False,156.624
163757139,1.31857,103.91345,1,0,0.0,1,365,6,1,False,False,True,156.624
367042,1.34702,103.96103,1,39,0.38,9,346,7,0,False,True,False,107.15384615384616
27355976,1.35725,103.95348,1,0,0.0,1,365,7,3,False,True,False,107.15384615384616
25872707,1.33199,103.94126,30,0,0.0,1,0,7,3,True,False,False,156.624
367042,1.34943,103.95951,2,45,0.5,9,357,7,0,False,True,False,107.15384615384616
91165081,1.33006,103.94504,15,4,0.21,10,93,7,0,False,True,False,156.624
163258181,1.32213,103.91398,30,0,0.0,5,365,6,4,False,True,False,156.624
4705949,1.3284,103.94773,3,76,1.38,13,73,7,2,False,True,False,156.624
61383139,1.32978,103.90536,5,0,0.0,1,0,6,0,True,False,False,156.624
33944993,1.31118,103.92422,3,71,1.94,2,69,6,0,False,True,False,156.624
68059127,1.31877,103.91253,3,4,0.3,21,341,6,0,False,True,False,156.624
223622603,1.31796,103.90908,2,19,2.18,4,239,6,2,True,False,False,156.624
148296216,1.37604,103.93242,30,0,0.0,1,335,7,1,False,True,False,93.85106382978724
225574056,1.37195,103.94379,10,1,0.2,1,209,7,2,True,False,False,93.85106382978724
165209,1.34006,103.92719,30,13,0.29,2,253,7,3,True,False,False,156.624
109089431,1.31571,103.96254,1,16,0.69,6,54,7,1,True,False,False,156.624
4705949,1.3418,103.95939,4,33,1.84,13,79,7,1,False,True,False,107.15384615384616
81655592,1.33034,103.92282,1,13,0.35,1,0,7,0,False,True,False,156.624
30542551,1.3212,103.91483,1,0,0.0,1,180,6,3,False,True,False,156.624
6205166,1.33729,103.9298,2,1,0.03,1,360,7,0,False,True,False,156.624
102918859,1.3157,103.93442,3,6,0.29,1,326,7,1,False,True,False,156.624
2386154,1.34816,103.93238,30,0,0.0,1,365,7,0,False,True,False,107.15384615384616
123706063,1.31979,103.91443,4,3,0.11,1,0,6,3,True,False,False,156.624
83828949,1.33697,103.93125,2,0,0.0,1,0,7,3,True,False,False,156.624
108773366,1.30845,103.91122,1,2,0.15,109,358,6,0,False,True,False,156.624
129970872,1.31916,103.90977,2,1,0.08,1,0,6,1,True,False,False,156.624
108773366,1.30998,103.91298,1,0,0.0,109,357,6,0,False,True,False,156.624
4705949,1.34316,103.95844,4,27,1.52,13,79,7,1,False,True,False,107.15384615384616
7356768,1.37741,103.9616,1,1,0.11,1,330,7,1,False,True,False,93.85106382978724
102063715,1.35561,103.96204,1,4,1.02,1,30,7,1,False,True,False,107.15384615384616
257110791,1.30903,103.91911,1,21,5.78,3,71,6,1,False,True,False,156.624
16468727,1.34142,103.95665,7,5,0.16,1,0,7,3,False,True,False,107.15384615384616
126416861,1.30777,103.92951,1,0,0.0,1,90,6,1,True,False,False,156.624
225705538,1.32807,103.94619,2,1,1.0,2,74,7,2,False,True,False,156.624
108773366,1.3091,103.91144,1,1,0.07,109,358,6,0,False,True,False,156.624
108773366,1.3096,103.91133,1,0,0.0,109,358,6,0,False,True,False,156.624
29977398,1.38118,103.96262,30,1,0.03,3,364,7,0,False,True,False,93.85106382978724
68059127,1.32137,103.91476,3,1,0.18,21,116,6,0,False,True,False,156.624
9382867,1.32731,103.94546,30,0,0.0,1,85,7,0,False,True,False,156.624
24496358,1.32528,103.9153,3,2,0.28,24,362,6,0,False,True,False,156.624
266289317,1.32316,103.90591,30,0,0.0,5,169,6,0,False,True,False,156.624
21859551,1.35514,103.9671,30,4,0.14,1,358,7,1,True,False,False,93.85106382978724
7644641,1.31944,103.91529,30,3,0.05,3,362,6,1,False,True,False,156.624
65598901,1.3188,103.90803,7,1,0.02,1,0,6,2,False,True,False,156.624
48672535,1.32654,103.91291,2,5,0.11,1,0,6,3,True,False,False,156.624
2327574,1.34534,103.95317,7,2,0.06,2,315,7,3,True,False,False,107.15384615384616
108773366,1.30911,103.91132,1,0,0.0,109,358,6,0,False,True,False,156.624
160584643,1.31723,103.92069,2,13,0.94,1,0,6,0,False,True,False,156.624
12204719,1.31217,103.91206,30,51,1.21,1,85,6,0,False,True,False,156.624
68059127,1.32142,103.91484,3,2,0.1,21,71,6,0,False,True,False,156.624
107519585,1.36686,103.96838,3,1,0.04,1,0,7,3,False,True,False,93.85106382978724
123373536,1.37265,103.94423,1,0,0.0,1,0,7,1,False,True,False,93.85106382978724
84863690,1.32601,103.95378,30,3,0.08,1,358,7,4,False,True,False,156.624
24566841,1.32255,103.91037,1,1,0.14,1,0,6,1,False,True,False,156.624
24496358,1.3185,103.91248,3,3,0.1,24,253,6,0,False,True,False,156.624
21900076,1.33698,103.93293,1,0,0.0,2,0,7,0,False,False,True,156.624
276304273,1.32876,103.94872,3,7,5.83,1,103,7,2,True,False,False,156.624
15553995,1.31494,103.90681,5,11,0.2,8,332,6,0,False,True,False,156.624
108773366,1.32071,103.9111,6,2,0.32,109,326,6,2,True,False,False,156.624
151868779,1.3051,103.92919,1,1,0.05,1,180,6,1,False,True,False,156.624
72103213,1.34648,103.95827,1,0,0.0,1,0,7,0,False,True,False,107.15384615384616
32647857,1.32132,103.95163,30,1,0.14,2,251,7,0,False,True,False,156.624
145442500,1.32159,103.91602,2,7,0.95,7,2,6,0,False,True,False,156.624
20715826,1.32058,103.91333,3,72,2.36,2,299,6,2,True,False,False,156.624
28382771,1.3125,103.91188,30,25,0.49,6,365,6,3,True,False,False,156.624
17606405,1.31188,103.90945,3,4,0.36,1,0,6,3,True,False,False,156.624
4177147,1.31313,103.91479,1,0,0.0,1,365,6,3,False,True,False,156.624
29977398,1.37957,103.96301,30,2,0.04,3,365,7,0,False,True,False,93.85106382978724
11280282,1.37046,103.96356,1,3,0.16,2,0,7,0,False,False,True,93.85106382978724
4705949,1.32873,103.94814,3,56,1.08,13,71,7,2,False,True,False,156.624
221154546,1.32704,103.90979,30,1,0.1,1,364,6,3,False,True,False,156.624
29977398,1.37932,103.9603,30,0,0.0,3,364,7,0,False,True,False,93.85106382978724
166404917,1.37686,103.96007,1,9,0.83,1,15,7,0,False,True,False,93.85106382978724
91165081,1.31504,103.90693,6,5,0.17,10,333,6,0,False,True,False,156.624
192744736,1.31469,103.93182,30,0,0.0,1,90,7,4,True,False,False,156.624
26768586,1.34764,103.94037,1,0,0.0,1,365,7,0,False,True,False,107.15384615384616
216323636,1.33808,103.95774,1,19,1.76,1,0,7,0,False,True,False,107.15384615384616
77033455,1.32016,103.92059,1,3,0.16,4,311,6,0,False,True,False,156.624
108773366,1.30966,103.91255,1,0,0.0,109,357,6,0,False,True,False,156.624
91428330,1.35351,103.95462,1,76,2.22,1,92,7,1,False,True,False,107.15384615384616
56152713,1.32856,103.94565,1,2,0.09,1,0,7,3,False,True,False,156.624
33944993,1.31683,103.91109,30,11,0.23,2,54,6,4,True,False,False,156.624
26653905,1.39374,103.92667,1,0,0.0,2,0,4,0,False,True,False,93.85106382978724
39328492,1.32796,103.92311,1,0,0.0,1,363,7,3,False,False,True,156.624
26560232,1.36987,103.96815,2,2,0.12,2,57,7,0,False,True,False,93.85106382978724
182525420,1.33031,103.94461,10,7,0.54,1,250,7,4,True,False,False,156.624
24496358,1.31934,103.91466,28,1,0.02,24,322,6,0,False,True,False,156.624
46027975,1.37668,103.96073,30,0,0.0,1,60,7,1,False,True,False,93.85106382978724
68059127,1.32516,103.91457,3,1,0.11,21,323,6,0,False,True,False,156.624
114911226,1.32195,103.92565,30,0,0.0,1,123,7,2,True,False,False,156.624
26523488,1.32581,103.90829,1,10,0.7,1,274,6,1,False,True,False,156.624
121197608,1.32677,103.94544,20,1,0.04,1,365,7,0,False,True,False,156.624
114079450,1.32036,103.94337,2,1,0.03,2,115,7,3,False,True,False,156.624
252092906,1.31304,103.95774,1,0,0.0,2,179,7,1,True,False,False,156.624
106363186,1.32042,103.92261,2,0,0.0,2,47,6,2,True,False,False,156.624
163258181,1.32348,103.91459,30,0,0.0,5,365,6,4,False,True,False,156.624
109089431,1.3151,103.96063,1,2,0.13,6,54,7,1,True,False,False,156.624
119227779,1.32849,103.94429,30,0,0.0,1,149,7,2,True,False,False,156.624
109721016,1.32403,103.92687,3,35,1.11,1,172,7,0,False,True,False,156.624
20636569,1.31808,103.90582,1,1,0.02,1,362,6,2,False,True,False,156.624
7080517,1.31895,103.90754,28,14,0.58,11,360,6,2,True,False,False,156.624
35602841,1.3364,103.91744,30,13,0.32,1,0,7,3,True,False,False,156.624
24496358,1.32417,103.91461,7,0,0.0,24,342,6,0,False,True,False,156.624
102642786,1.32953,103.90664,3,4,0.12,1,0,6,3,True,False,False,156.624
24496358,1.32534,103.91475,3,3,0.11,24,345,6,0,False,True,False,156.624
29899451,1.3109,103.91154,2,0,0.0,1,0,6,0,False,True,False,156.624
109089431,1.30591,103.92401,1,31,1.1,6,54,6,1,True,False,False,156.624
139582407,1.31342,103.90675,7,1,0.06,1,0,6,1,False,True,False,156.624
65549406,1.34018,103.95014,30,0,0.0,2,208,7,3,True,False,False,107.15384615384616
24496358,1.32089,103.91503,3,2,0.13,24,301,6,2,False,True,False,156.624
74681666,1.35213,103.96068,1,68,2.88,1,30,7,0,False,True,False,107.15384615384616
20717166,1.35734,103.93777,15,0,0.0,1,0,7,0,False,True,False,107.15384615384616
31890129,1.35202,103.93542,2,33,0.75,1,312,7,1,False,True,False,107.15384615384616
108417270,1.31817,103.90939,1,37,2.17,3,58,6,0,False,True,False,156.624
206769167,1.3189,103.90833,30,2,0.4,3,356,6,3,False,True,False,156.624
206769167,1.3179,103.90737,30,4,0.33,3,146,6,1,False,True,False,156.624
367042,1.34348,103.96337,1,25,0.25,9,172,7,0,False,True,False,107.15384615384616
229781427,1.36412,103.96196,1,1,0.12,1,90,7,1,False,True,False,93.85106382978724
65296622,1.372,103.94579,30,0,0.0,1,90,7,3,False,True,False,93.85106382978724
163555459,1.31314,103.92642,1,65,3.46,3,278,6,3,False,True,False,156.624
91064876,1.33394,103.94547,30,0,0.0,8,364,7,0,False,True,False,156.624
172933752,1.32384,103.92846,1,2,0.32,1,77,7,0,False,True,False,156.624
138649185,1.31167,103.92451,4,0,0.0,76,364,6,4,True,False,False,156.624
134251549,1.35765,103.95269,2,1,0.04,1,0,7,1,False,False,True,107.15384615384616
97480037,1.36955,103.97105,30,4,0.12,1,83,7,0,False,True,False,93.85106382978724
108773366,1.32078,103.91289,1,0,0.0,109,358,6,3,True,False,False,156.624
109275281,1.31304,103.92399,5,10,0.63,1,63,6,3,False,True,False,156.624
108773366,1.3099,103.91089,1,4,0.24,109,358,6,0,False,True,False,156.624
23772720,1.31265,103.9366,4,8,0.16,4,303,7,4,True,False,False,156.624
77033455,1.32064,103.92156,1,7,0.26,4,81,6,0,False,True,False,156.624
4705949,1.33043,103.94814,3,39,0.79,13,75,7,2,False,True,False,156.624
7275893,1.31167,103.91255,1,7,0.56,2,334,6,0,False,True,False,156.624
243474450,1.36178,103.96724,30,0,0.0,1,365,7,0,False,True,False,93.85106382978724
785184,1.31405,103.93693,3,0,0.0,1,0,7,3,True,False,False,156.624
20213602,1.31441,103.9127,3,4,0.08,1,363,6,0,False,True,False,156.624
131838004,1.37217,103.94314,30,0,0.0,1,163,7,3,True,False,False,93.85106382978724
94740654,1.32049,103.90738,1,1,0.04,1,0,6,1,False,True,False,156.624
83878917,1.3181,103.91159,30,18,0.48,1,0,6,2,True,False,False,156.624
14297490,1.36449,103.95931,30,0,0.0,1,365,7,0,False,True,False,93.85106382978724
68059127,1.32388,103.91592,3,0,0.0,21,177,6,0,False,True,False,156.624
367042,1.34541,103.95712,1,14,0.15,9,353,7,0,False,True,False,107.15384615384616
108773366,1.31985,103.91288,6,2,0.31,109,355,6,3,True,False,False,156.624
20755031,1.33331,103.94124,2,3,0.06,1,0,7,3,False,True,False,156.624
64033906,1.37471,103.94718,1,32,0.77,1,0,7,2,False,True,False,93.85106382978724
65549406,1.31382,103.92711,30,0,0.0,2,346,6,3,True,False,False,156.624
24496358,1.3201,103.91476,3,0,0.0,24,346,6,2,False,True,False,156.624
21475020,1.31351,103.93604,2,1,0.26,1,0,7,1,False,True,False,156.624
1386714,1.36493,103.97158,1,47,1.34,2,0,7,0,False,True,False,93.85106382978724
149387152,1.3326,103.94132,5,0,0.0,3,13,7,0,False,True,False,156.624
108773366,1.30974,103.91282,1,0,0.0,109,357,6,0,False,True,False,156.624
269348690,1.33312,103.90479,2,0,0.0,3,33,6,0,False,True,False,156.624
